tenantid,propertyid,tenant_name,contact_number,email,move_in_date,blockid,estateid,patchid,property_age_years,propertytype_x,tenancy_start_date,tenancy_type,household_size,vulnerability_flag,disability_flag,income_band,age_of_tenant,housing_need_type,support_plan_flag,benefit_status,preferred_contact_method,last_contact_date,preferred_language,complaints_made,propertytype_y,epc_rating,asbestos_high_risk,is_void,repair_related_contacts,num_delayed_repairs,simulated_satisfaction
210,359,Tenant 210,7654928450,tenant210@example.com,2015-03-09 08:40:37.450321,19.0,,1,47,Flat,2020-09-04,Introductory,3,False,False,£15k–£25k,71,Overcrowded,False,Full Housing Benefit,Post,2022-06-12,English,2,Flat,F,False,True,1.0,2,3.6
211,251,Tenant 211,7713627778,tenant211@example.com,2016-07-24 08:40:37.450323,18.0,,6,47,Flat,2020-12-07,Assured Shorthold,2,False,False,£40k+,41,General Needs,False,None,Text,2024-05-09,English,0,Flat,C,False,False,0.0,2,5.0
212,120,Tenant 212,7766013190,tenant212@example.com,2022-07-05 08:40:37.450326,7.0,4.0,5,98,House,2017-03-04,License,1,False,False,£15k–£25k,46,General Needs,False,Full Housing Benefit,Phone,2019-07-07,Romanian,1,House,D,False,False,4.0,3,3.9
213,311,Tenant 213,7229151674,tenant213@example.com,2015-09-02 08:40:37.450328,20.0,,8,29,Flat,2017-03-09,Secure,2,False,True,£25k–£40k,60,General Needs,False,Full Housing Benefit,Email,2021-06-10,English,1,Flat,D,False,False,1.0,2,3.8
214,300,Tenant 214,7582152746,tenant214@example.com,2022-03-22 08:40:37.450331,19.0,,8,47,Flat,2021-11-06,Assured Shorthold,2,False,False,£15k–£25k,42,Overcrowded,False,Partial,Text,2024-12-31,English,0,Flat,C,False,False,0.0,1,4.0
215,256,Tenant 215,7279491823,tenant215@example.com,2021-10-14 08:40:37.450333,22.0,,3,71,Block of Flats,2019-09-02,License,3,False,False,£15k–£25k,77,General Needs,True,Partial,Phone,2023-11-26,Polish,1,Block of Flats,D,False,False,1.0,5,3.8
216,355,Tenant 216,7968078090,tenant216@example.com,2021-12-31 08:40:37.450336,21.0,,8,74,House,2020-12-31,Assured Shorthold,2,False,False,<£15k,82,Overcrowded,False,Partial,Phone,2024-02-02,Arabic,1,House,C,False,False,1.0,2,4.0
217,400,Tenant 217,7235491190,tenant217@example.com,2023-09-07 08:40:37.450338,21.0,,1,74,Flat,2015-02-13,Assured Shorthold,1,False,False,<£15k,45,Overcrowded,False,Full Housing Benefit,Post,2016-04-30,Polish,0,Flat,E,False,True,1.0,2,3.5
218,226,Tenant 218,7554595339,tenant218@example.com,2023-04-14 08:40:37.450341,22.0,,2,71,Flat,2022-07-27,Assured Shorthold,3,False,False,£15k–£25k,33,General Needs,False,None,Post,2024-12-31,Polish,2,Flat,C,False,False,0.0,1,4.7
219,354,Tenant 219,7833500385,tenant219@example.com,2019-04-12 08:40:37.450343,22.0,,8,71,Flat,2020-06-17,Assured Shorthold,5,False,False,£15k–£25k,64,General Needs,False,Full Housing Benefit,Text,2024-06-29,Arabic,1,Flat,C,False,False,0.0,0,4.0
220,235,Tenant 220,7316809172,tenant220@example.com,2017-02-15 08:40:37.450346,20.0,,4,29,Flat,2020-08-01,Assured Shorthold,2,False,False,<£15k,75,General Needs,False,Full Housing Benefit,Email,2022-08-29,English,1,Flat,C,False,False,1.0,3,4.2
221,383,Tenant 221,7258783057,tenant221@example.com,2017-06-27 08:40:37.450348,18.0,,4,47,Flat,2022-09-26,Assured Shorthold,1,False,False,<£15k,44,General Needs,False,None,Phone,2024-12-31,English,0,Flat,D,False,False,3.0,1,4.3
222,275,Tenant 222,7376903372,tenant222@example.com,2020-07-29 08:40:37.450352,21.0,,1,74,Flat,2023-08-23,License,2,False,False,<£15k,70,General Needs,False,None,Text,2024-12-31,English,2,Flat,D,False,False,0.0,1,3.6
223,37,Tenant 223,7880720904,tenant223@example.com,2023-05-30 08:40:37.450355,10.0,5.0,4,80,Flat,2015-06-27,Secure,1,False,False,£40k+,59,Homeless,True,None,Phone,2017-08-25,Urdu,1,Flat,C,True,False,0.0,2,3.4
224,197,Tenant 224,7193445007,tenant224@example.com,2019-10-23 08:40:37.450357,5.0,3.0,2,78,Flat,2021-01-25,Secure,4,False,False,£15k–£25k,76,Domestic Abuse,False,None,Phone,2022-12-31,English,0,Flat,E,False,False,1.0,5,3.6
225,140,Tenant 225,7697391512,tenant225@example.com,2019-09-15 08:40:37.450360,1.0,1.0,1,66,Flat,2022-08-22,License,1,False,False,£15k–£25k,64,Overcrowded,False,Partial,Email,2024-12-31,English,1,Flat,G,False,False,0.0,3,3.5
226,365,Tenant 226,7692763677,tenant226@example.com,2020-07-03 08:40:37.450362,21.0,,7,74,Flat,2022-09-11,Introductory,2,False,False,<£15k,51,Overcrowded,False,Partial,Email,2024-01-10,English,0,Flat,F,False,False,0.0,2,4.2
227,245,Tenant 227,7396568375,tenant227@example.com,2018-05-02 08:40:37.450365,20.0,,7,29,Block of Flats,2019-01-15,Assured Shorthold,2,False,False,£15k–£25k,54,General Needs,True,Full Housing Benefit,Text,2021-08-21,English,1,Block of Flats,B,False,False,0.0,2,3.6
228,440,Tenant 228,7591942526,tenant228@example.com,2024-01-09 08:40:37.450367,,,3,73,House,2015-01-29,Assured Shorthold,2,True,False,<£15k,23,Domestic Abuse,False,Partial,Email,2015-09-07,English,0,House,C,True,True,1.0,4,3.4
229,287,Tenant 229,7944552318,tenant229@example.com,2016-04-22 08:40:37.450370,19.0,,1,47,Flat,2020-01-17,Secure,3,False,False,<£15k,24,General Needs,False,Full Housing Benefit,Email,2022-02-23,Bengali,0,Flat,D,False,False,0.0,3,4.7
230,60,Tenant 230,7769003354,tenant230@example.com,2017-07-28 08:40:37.450372,15.0,9.0,5,23,Flat,2020-06-01,Secure,3,False,False,£15k–£25k,42,General Needs,False,Full Housing Benefit,Text,2024-12-31,English,0,Flat,C,False,False,4.0,2,4.0
231,112,Tenant 231,7661096687,tenant231@example.com,2015-05-25 08:40:37.450374,9.0,5.0,7,103,Flat,2015-06-19,Assured Shorthold,1,False,False,<£15k,50,General Needs,False,Partial,Email,2018-08-14,English,1,Flat,C,False,True,0.0,0,4.2
232,90,Tenant 232,7550535448,tenant232@example.com,2022-11-25 08:40:37.450377,8.0,4.0,2,15,Block of Flats,2021-05-26,Secure,1,False,False,<£15k,72,General Needs,False,Partial,Post,2024-12-31,English,1,Block of Flats,D,False,False,1.0,2,4.2
233,437,Tenant 233,7545004139,tenant233@example.com,2022-06-26 08:40:37.450380,,,8,73,House,2019-06-09,Assured Shorthold,1,False,False,<£15k,75,General Needs,False,Full Housing Benefit,Phone,2022-03-12,English,1,House,C,False,False,0.0,4,3.8
234,7,Tenant 234,7259128258,tenant234@example.com,2017-10-22 08:40:37.450383,2.0,1.0,5,15,Flat,2020-05-07,Secure,4,False,False,<£15k,24,Move-on,False,Full Housing Benefit,Phone,2023-03-11,English,0,Flat,B,False,False,0.0,1,3.8
235,361,Tenant 235,7731289471,tenant235@example.com,2017-08-17 08:40:37.450385,21.0,,4,74,Flat,2017-09-11,License,4,False,False,<£15k,74,Overcrowded,False,Partial,Phone,2018-01-14,English,2,Flat,D,False,False,2.0,2,3.8
236,347,Tenant 236,7914301516,tenant236@example.com,2023-01-14 08:40:37.450388,20.0,,3,29,Block of Flats,2022-12-20,License,2,False,False,£15k–£25k,29,General Needs,False,Full Housing Benefit,Phone,2024-12-31,English,0,Block of Flats,D,False,False,1.0,2,3.8
237,339,Tenant 237,7213424523,tenant237@example.com,2017-11-07 08:40:37.450390,20.0,,4,29,Flat,2020-12-22,Assured Shorthold,3,False,False,£25k–£40k,33,Overcrowded,False,None,Text,2022-11-14,English,0,Flat,D,False,False,0.0,1,3.3
238,159,Tenant 238,7937029745,tenant238@example.com,2023-01-11 08:40:37.450394,9.0,5.0,1,103,Flat,2015-01-17,Assured Shorthold,3,False,False,£15k–£25k,60,Homeless,False,Partial,Phone,2018-06-13,English,0,Flat,C,False,False,3.0,2,4.2
239,151,Tenant 239,7943687944,tenant239@example.com,2020-12-14 08:40:37.450396,8.0,4.0,3,15,Flat,2015-01-16,Secure,1,True,False,£15k–£25k,24,General Needs,False,Partial,Phone,2019-12-10,English,1,Flat,F,False,False,0.0,1,4.2
240,178,Tenant 240,7675132064,tenant240@example.com,2020-04-21 08:40:37.450398,16.0,9.0,3,47,Block of Flats,2015-10-17,Introductory,4,False,False,<£15k,68,Overcrowded,False,Partial,Phone,2015-12-22,English,0,Block of Flats,D,False,False,1.0,2,3.3
241,394,Tenant 241,7541189818,tenant241@example.com,2021-03-14 08:40:37.450403,21.0,,8,74,Flat,2020-01-12,Assured Shorthold,2,False,False,£40k+,49,General Needs,False,None,Phone,2023-12-04,English,0,Flat,E,False,False,1.0,3,3.9
242,185,Tenant 242,7511289794,tenant242@example.com,2016-10-25 08:40:37.450405,14.0,9.0,1,24,Flat,2016-04-19,Secure,2,False,False,£15k–£25k,25,General Needs,False,Full Housing Benefit,Post,2021-01-31,English,0,Flat,C,False,False,0.0,1,4.6
243,450,Tenant 243,7621392697,tenant243@example.com,2017-09-29 08:40:37.450408,,,6,73,Flat,2015-11-18,License,2,False,False,<£15k,62,General Needs,False,Partial,Phone,2020-03-14,English,0,Flat,C,False,False,1.0,3,4.2
244,11,Tenant 244,7753868135,tenant244@example.com,2018-11-09 08:40:37.450410,17.0,10.0,3,25,Flat,2022-08-07,Introductory,1,False,False,£15k–£25k,76,Domestic Abuse,False,Partial,Post,2023-06-11,English,0,Flat,B,False,False,0.0,3,4.3
245,381,Tenant 245,7140228456,tenant245@example.com,2022-03-25 08:40:37.450412,21.0,,8,74,Flat,2018-08-06,License,1,False,False,<£15k,21,Homeless,True,Full Housing Benefit,Text,2019-04-09,Bengali,0,Flat,C,False,False,1.0,3,3.9
246,104,Tenant 246,7395723682,tenant246@example.com,2019-08-23 08:40:37.450415,4.0,2.0,4,51,Flat,2024-07-04,Assured Shorthold,3,False,False,£15k–£25k,84,General Needs,False,None,Email,2024-12-31,English,0,Flat,D,False,False,0.0,1,3.4
247,82,Tenant 247,7254460628,tenant247@example.com,2017-03-24 08:40:37.450418,9.0,5.0,4,103,Flat,2022-10-03,Assured Shorthold,1,False,False,£15k–£25k,46,Domestic Abuse,False,None,Phone,2024-12-31,English,1,Flat,D,False,False,4.0,2,3.3
248,39,Tenant 248,7753538609,tenant248@example.com,2016-07-11 08:40:37.450420,4.0,2.0,1,51,House,2018-04-21,Assured Shorthold,3,True,False,£25k–£40k,46,General Needs,False,Partial,Email,2021-12-07,English,1,House,D,True,False,1.0,1,3.3
249,315,Tenant 249,7844813102,tenant249@example.com,2019-08-28 08:40:37.450422,22.0,,3,71,Flat,2020-02-28,License,1,False,False,£15k–£25k,45,General Needs,False,None,Email,2020-05-29,Other,1,Flat,E,False,False,4.0,0,3.7
250,168,Tenant 250,7141642429,tenant250@example.com,2019-09-21 08:40:37.450425,14.0,9.0,7,24,Flat,2022-03-04,Introductory,2,True,False,£25k–£40k,61,General Needs,False,None,Text,2023-11-19,Polish,1,Flat,C,False,False,1.0,3,4.3
251,470,Tenant 251,7455939049,tenant251@example.com,2016-06-01 08:40:37.450427,,,4,73,Flat,2019-09-11,Secure,2,False,False,£40k+,21,Overcrowded,False,Partial,Email,2021-10-08,English,0,Flat,G,False,False,3.0,2,3.2
252,297,Tenant 252,7355098831,tenant252@example.com,2023-08-11 08:40:37.450430,20.0,,6,29,House,2015-06-27,Secure,2,False,False,<£15k,26,Domestic Abuse,True,None,Post,2019-04-22,Polish,0,House,E,False,False,0.0,1,4.0
253,475,Tenant 253,7900742774,tenant253@example.com,2018-10-31 08:40:37.450432,,,3,73,House,2017-11-07,Secure,3,True,True,<£15k,22,General Needs,False,Partial,Email,2019-01-07,English,0,House,D,False,False,1.0,3,3.2
254,199,Tenant 254,7388390253,tenant254@example.com,2019-12-26 08:40:37.450435,1.0,1.0,5,66,Flat,2019-12-18,Introductory,2,False,False,£15k–£25k,73,Overcrowded,True,Partial,Email,2021-12-15,English,0,Flat,F,False,False,4.0,1,3.4
255,298,Tenant 255,7121724902,tenant255@example.com,2020-05-16 08:40:37.450437,22.0,,7,71,House,2021-05-09,License,2,False,False,£15k–£25k,67,Overcrowded,True,Partial,Email,2024-04-15,English,0,House,C,True,False,0.0,3,3.9
256,417,Tenant 256,7977661452,tenant256@example.com,2015-04-06 08:40:37.450440,19.0,,5,47,Flat,2021-07-25,Secure,2,False,False,£15k–£25k,32,General Needs,False,None,Phone,2022-02-16,English,0,Flat,C,False,False,2.0,4,3.5
257,147,Tenant 257,7425402780,tenant257@example.com,2020-09-03 08:40:37.450442,3.0,1.0,3,57,House,2019-11-02,Assured Shorthold,3,False,False,£40k+,49,General Needs,False,Full Housing Benefit,Phone,2024-05-24,Polish,0,House,D,False,False,0.0,1,4.2
258,393,Tenant 258,7401019924,tenant258@example.com,2018-08-25 08:40:37.450445,19.0,,8,47,House,2016-11-27,Secure,4,False,False,£25k–£40k,45,General Needs,False,None,Post,2018-01-26,English,0,House,D,False,False,0.0,1,3.4
259,148,Tenant 259,7847520637,tenant259@example.com,2016-06-24 08:40:37.450447,4.0,2.0,3,51,House,2019-11-14,License,3,True,False,£15k–£25k,39,General Needs,False,None,Post,2021-03-02,English,1,House,D,False,False,0.0,2,3.9
260,448,Tenant 260,7205460113,tenant260@example.com,2021-08-09 08:40:37.450450,,,6,73,Flat,2019-10-07,Introductory,1,False,False,£15k–£25k,34,Homeless,False,Full Housing Benefit,Phone,2023-04-15,English,1,Flat,E,True,False,3.0,3,2.8
261,288,Tenant 261,7244295352,tenant261@example.com,2020-10-16 08:40:37.450454,22.0,,5,71,House,2020-07-27,Introductory,1,False,False,£25k–£40k,76,General Needs,False,None,Post,2020-11-09,English,0,House,D,False,False,1.0,1,3.7
262,124,Tenant 262,7898567178,tenant262@example.com,2019-03-12 08:40:37.450456,13.0,8.0,7,37,Flat,2018-03-25,Assured Shorthold,2,False,False,£40k+,74,General Needs,False,Full Housing Benefit,Phone,2019-01-13,English,0,Flat,C,False,False,0.0,2,4.8
263,369,Tenant 263,7931109347,tenant263@example.com,2020-07-24 08:40:37.450459,22.0,,3,71,House,2022-03-23,Assured Shorthold,2,True,False,£25k–£40k,43,Homeless,False,Full Housing Benefit,Text,2023-07-20,English,0,House,C,False,False,0.0,4,4.6
264,97,Tenant 264,7389287503,tenant264@example.com,2015-12-27 08:40:37.450461,5.0,3.0,2,78,Flat,2023-12-16,Secure,1,False,False,<£15k,42,General Needs,False,Partial,Email,2024-12-31,English,1,Flat,D,False,False,3.0,5,3.5
265,144,Tenant 265,7547506309,tenant265@example.com,2017-05-18 08:40:37.450464,9.0,5.0,8,103,Flat,2015-08-07,Secure,2,False,False,£15k–£25k,27,General Needs,False,Full Housing Benefit,Email,2017-09-09,English,1,Flat,C,False,False,0.0,2,4.2
266,240,Tenant 266,7793159203,tenant266@example.com,2023-02-28 08:40:37.450466,21.0,,8,74,Block of Flats,2024-03-05,Introductory,2,False,False,<£15k,62,General Needs,False,None,Post,2024-12-31,English,0,Block of Flats,C,False,False,0.0,3,4.5
267,443,Tenant 267,7301794412,tenant267@example.com,2019-03-17 08:40:37.450469,,,1,73,Flat,2023-06-01,Introductory,2,False,False,<£15k,28,General Needs,False,None,Phone,2024-12-31,Polish,1,Flat,D,False,False,0.0,1,4.2
268,98,Tenant 268,7326978821,tenant268@example.com,2019-08-06 08:40:37.450471,15.0,9.0,4,23,House,2022-05-31,License,3,False,False,<£15k,70,General Needs,False,Partial,Phone,2024-10-27,English,0,House,D,False,False,0.0,1,3.8
269,408,Tenant 269,7895583423,tenant269@example.com,2018-09-23 08:40:37.450474,21.0,,8,74,Flat,2023-09-16,License,1,False,False,£15k–£25k,45,Domestic Abuse,True,Full Housing Benefit,Post,2024-12-31,English,0,Flat,B,False,False,2.0,4,3.7
270,123,Tenant 270,7915499713,tenant270@example.com,2018-05-15 08:40:37.450476,15.0,9.0,2,23,Flat,2018-02-20,Assured Shorthold,1,False,False,£15k–£25k,82,Overcrowded,False,Full Housing Benefit,Phone,2022-01-10,English,0,Flat,C,False,False,0.0,0,4.5
271,184,Tenant 271,7501483027,tenant271@example.com,2023-07-13 08:40:37.450479,11.0,6.0,3,49,House,2016-06-26,Introductory,3,False,False,<£15k,66,General Needs,False,Partial,Text,2016-12-16,English,0,House,F,False,False,0.0,2,4.2
272,203,Tenant 272,7653266624,tenant272@example.com,2015-04-15 08:40:37.450481,1.0,1.0,7,66,Flat,2023-12-21,License,2,True,False,£15k–£25k,64,General Needs,False,None,Email,2024-12-31,English,0,Flat,C,False,False,1.0,1,4.8
273,247,Tenant 273,7270695366,tenant273@example.com,2023-06-05 08:40:37.450484,20.0,,1,29,House,2016-03-20,Introductory,3,False,True,£15k–£25k,69,General Needs,True,Partial,Post,2019-04-16,Arabic,0,House,D,True,False,0.0,0,2.9
274,306,Tenant 274,7434065879,tenant274@example.com,2016-03-15 08:40:37.450486,18.0,,5,47,Flat,2019-03-24,Secure,2,False,False,£15k–£25k,71,General Needs,False,Full Housing Benefit,Post,2022-05-19,Other,0,Flat,G,False,False,0.0,2,3.2
275,299,Tenant 275,7644167285,tenant275@example.com,2019-08-21 08:40:37.450489,21.0,,5,74,Block of Flats,2016-11-05,Assured Shorthold,1,False,False,<£15k,77,General Needs,False,Partial,Phone,2018-01-04,English,0,Block of Flats,D,True,False,0.0,2,3.9
276,352,Tenant 276,7245652883,tenant276@example.com,2015-05-30 08:40:37.450491,22.0,,1,71,House,2018-07-06,Secure,3,False,False,£15k–£25k,74,General Needs,False,Partial,Post,2021-06-18,English,1,House,E,False,False,0.0,1,3.3
277,387,Tenant 277,7662948033,tenant277@example.com,2017-10-13 08:40:37.450494,22.0,,3,71,Flat,2022-11-05,License,3,False,False,£25k–£40k,64,General Needs,True,None,Text,2024-12-31,English,1,Flat,C,False,False,0.0,1,4.7
278,396,Tenant 278,7131082848,tenant278@example.com,2022-03-19 08:40:37.450496,18.0,,4,47,Block of Flats,2015-07-21,Assured Shorthold,3,True,False,<£15k,48,General Needs,False,Full Housing Benefit,Phone,2018-01-26,English,0,Block of Flats,F,False,False,0.0,1,3.7
279,285,Tenant 279,7306978174,tenant279@example.com,2021-11-28 08:40:37.450499,19.0,,2,47,House,2021-05-15,Secure,2,False,False,<£15k,63,General Needs,False,None,Phone,2024-12-31,English,1,House,D,False,False,0.0,0,3.7
280,126,Tenant 280,7998696871,tenant280@example.com,2023-07-07 08:40:37.450503,2.0,1.0,8,15,Flat,2024-01-01,Assured Shorthold,2,False,False,£15k–£25k,43,General Needs,False,Partial,Phone,2024-12-31,Urdu,0,Flat,D,False,False,0.0,2,3.8
281,303,Tenant 281,7367888133,tenant281@example.com,2023-10-16 08:40:37.450506,20.0,,3,29,House,2015-03-18,Assured Shorthold,2,False,False,£40k+,22,General Needs,False,None,Phone,2019-08-22,English,0,House,D,False,False,0.0,1,3.4
282,224,Tenant 282,7590108029,tenant282@example.com,2023-08-05 08:40:37.450509,17.0,10.0,4,25,Flat,2017-08-20,Secure,1,False,False,£15k–£25k,69,Overcrowded,False,Full Housing Benefit,Text,2020-12-06,English,0,Flat,D,True,False,0.0,2,3.7
283,419,Tenant 283,7486949792,tenant283@example.com,2016-04-04 08:40:37.450511,22.0,,8,71,Flat,2015-02-23,Secure,4,False,False,£15k–£25k,71,Domestic Abuse,False,Partial,Phone,2018-06-04,English,0,Flat,D,False,False,0.0,2,4.4
284,220,Tenant 284,7313792490,tenant284@example.com,2021-02-01 08:40:37.450514,2.0,1.0,7,15,House,2019-08-07,Assured Shorthold,1,False,False,£15k–£25k,50,Homeless,False,None,Post,2021-03-27,English,0,House,E,False,True,3.0,3,3.8
285,130,Tenant 285,7495514868,tenant285@example.com,2018-12-15 08:40:37.450516,16.0,9.0,4,47,Flat,2022-09-15,Assured Shorthold,5,False,False,£15k–£25k,67,General Needs,False,Full Housing Benefit,Text,2024-12-31,English,1,Flat,D,False,False,2.0,3,3.6
286,421,Tenant 286,7642375317,tenant286@example.com,2019-09-17 08:40:37.450519,19.0,,2,47,Flat,2016-10-24,Introductory,2,False,False,<£15k,55,Homeless,False,None,Email,2017-03-11,English,0,Flat,E,False,False,0.0,2,3.1
287,290,Tenant 287,7782266083,tenant287@example.com,2022-10-09 08:40:37.450521,18.0,,8,47,Flat,2016-04-16,Assured Shorthold,1,False,False,£15k–£25k,44,Move-on,False,Partial,Email,2021-01-26,Urdu,0,Flat,D,False,False,0.0,0,3.3
288,445,Tenant 288,7831405402,tenant288@example.com,2023-10-26 08:40:37.450525,,,4,73,House,2019-02-27,Introductory,2,False,True,£40k+,32,General Needs,False,Full Housing Benefit,Post,2022-02-26,Polish,1,House,E,False,False,1.0,4,3.2
289,377,Tenant 289,7359779054,tenant289@example.com,2019-12-26 08:40:37.450530,22.0,,4,71,Block of Flats,2017-10-20,Assured Shorthold,4,False,False,£15k–£25k,78,Overcrowded,False,Full Housing Benefit,Post,2021-03-12,English,0,Block of Flats,E,False,False,0.0,2,3.7
290,292,Tenant 290,7624830763,tenant290@example.com,2017-07-01 08:40:37.450536,20.0,,3,29,House,2020-10-05,Assured Shorthold,3,False,True,£25k–£40k,38,General Needs,False,Partial,Text,2023-05-27,English,0,House,B,False,False,1.0,2,4.0
291,356,Tenant 291,7578999915,tenant291@example.com,2022-03-03 08:40:37.450540,20.0,,7,29,Flat,2019-01-27,Introductory,3,True,False,£25k–£40k,63,Homeless,False,Full Housing Benefit,Email,2020-03-29,Polish,1,Flat,D,False,False,0.0,2,3.9
292,295,Tenant 292,7609578849,tenant292@example.com,2017-07-31 08:40:37.450548,22.0,,2,71,House,2020-04-23,Assured Shorthold,3,False,False,<£15k,23,Homeless,False,Partial,Email,2023-10-21,English,0,House,C,True,False,1.0,3,3.0
293,397,Tenant 293,7691990078,tenant293@example.com,2020-03-28 08:40:37.450552,22.0,,8,71,Flat,2024-02-10,Secure,3,False,False,£40k+,55,General Needs,False,Full Housing Benefit,Email,2024-12-31,English,0,Flat,E,False,False,0.0,1,4.4
294,341,Tenant 294,7469634556,tenant294@example.com,2022-04-30 08:40:37.450555,20.0,,3,29,Flat,2015-09-12,Secure,3,False,False,<£15k,79,Domestic Abuse,False,Partial,Email,2018-12-11,English,0,Flat,D,False,False,3.0,5,4.0
295,113,Tenant 295,7999423880,tenant295@example.com,2021-04-05 08:40:37.450557,3.0,1.0,8,57,Flat,2016-07-16,Introductory,1,False,False,£15k–£25k,79,Homeless,False,Full Housing Benefit,Email,2019-11-14,English,0,Flat,F,False,False,0.0,0,3.8
296,180,Tenant 296,7904190892,tenant296@example.com,2016-06-08 08:40:37.450560,6.0,4.0,3,8,House,2019-10-06,Assured Shorthold,2,False,False,<£15k,63,General Needs,False,None,Phone,2023-03-27,Somali,0,House,C,False,False,3.0,2,3.5
297,308,Tenant 297,7197057590,tenant297@example.com,2020-12-18 08:40:37.450562,18.0,,2,47,Flat,2019-06-19,Assured Shorthold,1,False,False,<£15k,30,General Needs,False,None,Post,2021-07-20,Urdu,1,Flat,C,False,False,0.0,4,4.5
298,433,Tenant 298,7129474736,tenant298@example.com,2019-10-29 08:40:37.450565,,,5,73,Flat,2023-03-05,Secure,5,False,False,£15k–£25k,20,Overcrowded,False,None,Phone,2023-11-24,English,0,Flat,D,False,False,0.0,2,3.6
299,488,Tenant 299,7153312407,tenant299@example.com,2022-05-02 08:40:37.450567,,,4,73,Flat,2016-05-12,Secure,4,True,False,<£15k,23,General Needs,False,Partial,Email,2018-03-30,English,1,Flat,C,False,False,1.0,3,3.9
300,482,Tenant 300,7714457408,tenant300@example.com,2015-06-01 08:40:37.450572,,,6,73,Flat,2019-02-23,Secure,1,False,False,£15k–£25k,25,Homeless,False,Full Housing Benefit,Text,2021-04-13,English,0,Flat,D,False,False,1.0,1,4.1
301,423,Tenant 301,7330122826,tenant301@example.com,2021-09-05 08:40:37.450574,19.0,,6,47,Flat,2019-12-16,Secure,3,False,False,£15k–£25k,61,Homeless,True,None,Text,2021-08-24,English,0,Flat,C,False,False,0.0,4,3.6
302,234,Tenant 302,7795118868,tenant302@example.com,2021-08-20 08:40:37.450577,20.0,,4,29,Flat,2017-05-25,Assured Shorthold,4,True,False,<£15k,50,General Needs,False,Full Housing Benefit,Email,2020-04-21,Arabic,1,Flat,D,False,False,0.0,2,3.5
303,312,Tenant 303,7827669728,tenant303@example.com,2021-11-04 08:40:37.450579,19.0,,7,47,Flat,2017-12-24,Secure,1,False,False,<£15k,67,General Needs,False,Full Housing Benefit,Email,2021-01-24,English,0,Flat,C,False,False,1.0,1,4.5
304,165,Tenant 304,7388926290,tenant304@example.com,2016-11-08 08:40:37.450582,15.0,9.0,2,23,House,2016-07-08,Assured Shorthold,2,False,False,£15k–£25k,28,General Needs,False,Full Housing Benefit,Text,2019-03-18,English,0,House,C,False,False,0.0,2,4.3
305,137,Tenant 305,7539705006,tenant305@example.com,2018-05-28 08:40:37.450584,4.0,2.0,1,51,Flat,2022-10-04,License,4,False,False,£15k–£25k,45,General Needs,True,Partial,Phone,2024-03-08,English,1,Flat,D,False,False,0.0,1,4.2
306,198,Tenant 306,7121531054,tenant306@example.com,2015-05-30 08:40:37.450586,14.0,9.0,4,24,Block of Flats,2019-07-30,Secure,1,False,False,£25k–£40k,58,General Needs,False,None,Phone,2022-02-26,English,0,Block of Flats,F,False,False,0.0,1,3.4
307,259,Tenant 307,7924174943,tenant307@example.com,2016-07-05 08:40:37.450589,19.0,,8,47,Block of Flats,2017-08-11,Assured Shorthold,3,False,False,£15k–£25k,33,General Needs,False,Partial,Email,2021-03-09,English,0,Block of Flats,D,False,False,0.0,2,3.6
308,233,Tenant 308,7109554136,tenant308@example.com,2018-11-05 08:40:37.450592,20.0,,4,29,House,2019-02-13,Introductory,2,False,True,£25k–£40k,65,Overcrowded,False,Partial,Phone,2022-08-19,English,0,House,D,False,False,0.0,3,3.5
309,116,Tenant 309,7242071170,tenant309@example.com,2016-11-25 08:40:37.450594,10.0,5.0,4,80,House,2018-06-29,Secure,4,False,False,£15k–£25k,73,General Needs,False,Full Housing Benefit,Text,2022-10-18,English,0,House,F,False,False,5.0,0,3.9
310,121,Tenant 310,7285972787,tenant310@example.com,2017-06-02 08:40:37.450597,2.0,1.0,8,15,Block of Flats,2020-07-28,Assured Shorthold,5,False,False,£15k–£25k,81,Overcrowded,False,None,Phone,2023-12-07,Polish,1,Block of Flats,E,False,False,0.0,3,3.8
311,350,Tenant 311,7959922040,tenant311@example.com,2024-01-25 08:40:37.450599,21.0,,7,74,Block of Flats,2015-04-15,Introductory,4,False,False,£15k–£25k,76,Domestic Abuse,False,Partial,Email,2019-12-16,English,0,Block of Flats,D,False,False,0.0,2,3.8
312,225,Tenant 312,7340271240,tenant312@example.com,2021-05-01 08:40:37.450602,15.0,9.0,2,23,Flat,2020-01-14,License,2,False,False,<£15k,79,Homeless,False,Partial,Text,2023-05-19,English,1,Flat,C,False,False,0.0,3,5.0
313,403,Tenant 313,7753204271,tenant313@example.com,2020-09-25 08:40:37.450604,18.0,,3,47,Flat,2023-10-17,Secure,4,False,False,£15k–£25k,28,Homeless,False,Full Housing Benefit,Phone,2024-05-03,English,0,Flat,D,False,True,0.0,4,3.4
314,398,Tenant 314,7865299271,tenant314@example.com,2016-03-16 08:40:37.450607,19.0,,6,47,House,2019-08-14,License,3,False,False,£25k–£40k,35,General Needs,False,None,Post,2023-07-30,Somali,1,House,D,True,False,1.0,0,3.4
315,128,Tenant 315,7790137154,tenant315@example.com,2021-01-27 08:40:37.450609,6.0,4.0,1,8,Block of Flats,2018-07-06,Assured Shorthold,2,False,False,£15k–£25k,36,General Needs,True,Partial,Text,2021-03-07,Romanian,0,Block of Flats,F,False,False,0.0,0,3.4
